repo_owner,repo_name,issue_number,pr_url
godotengine,godot,77600,https://github.com/godotengine/godot/pull/79865,https://github.com/godotengine/godot/commit/7c812cd7e9aaa5145f5309bb6254d0570620bec9
godotengine,godot,77477,https://github.com/godotengine/godot/pull/78328,https://github.com/godotengine/godot/commit/d6379e9a938dec641baee5012fd98b5ab532ceda
godotengine,godot,77268,https://github.com/godotengine/godot/pull/77280,https://github.com/godotengine/godot/commit/e5bebbc9ffda8b4fa5a786842ea24f0a3ea0763a
godotengine,godot,76994,https://github.com/godotengine/godot/pull/79771,https://github.com/godotengine/godot/commit/73c6b8db2fd548fe1808af3e1bf9496b9f81aac8
godotengine,godot,76465,https://github.com/godotengine/godot/pull/74324,https://github.com/godotengine/godot/commit/de66c6d612b340a5304e2f0fbd4cfbe487761d4b
godotengine,godot,75915,https://github.com/godotengine/godot/pull/77307,https://github.com/godotengine/godot/commit/f645eee62eadb71721e9d7c2d926fc4293a05c7c
godotengine,godot,74478,https://github.com/godotengine/godot/pull/73813,https://github.com/godotengine/godot/commit/30b94bb8ab0b51e1ba20b319ed46f43ee2147cd1
godotengine,godot,73563,https://github.com/godotengine/godot/pull/83902,https://github.com/godotengine/godot/commit/085255bd0ed2c36b217769c6f75c8ea856725b1a
godotengine,godot,72755,https://github.com/godotengine/godot/pull/72880,https://github.com/godotengine/godot/commit/b8eda519d0701f2700976ab71d58cd96f35b0181
godotengine,godot,72666,https://github.com/godotengine/godot/pull/73136,https://github.com/godotengine/godot/commit/340c3b84fd9f06f4d4a794c0a0b8e95165aeee9f
godotengine,godot,72584,https://github.com/godotengine/godot/pull/79606,https://github.com/godotengine/godot/commit/e970f5249cd00ad28cd16bc4f07c02d69090affa
godotengine,godot,71652,https://github.com/godotengine/godot/pull/71798,https://github.com/godotengine/godot/commit/51777a2914dc46f2831752b74db6276369df0905
godotengine,godot,70853,https://github.com/godotengine/godot/pull/81037,https://github.com/godotengine/godot/commit/c23bd8b1431a745991a19f7cb89e4111efedf555
godotengine,godot,69927,https://github.com/godotengine/godot/pull/69950,https://github.com/godotengine/godot/commit/71398ae22a186d79f5f5eacc2cd45623fc588e75
godotengine,godot,69914,https://github.com/godotengine/godot/pull/89284,https://github.com/godotengine/godot/commit/e2485044a1b33628e6149d4f930b6fe065743c9d
godotengine,godot,68301,https://github.com/godotengine/godot/pull/71691,https://github.com/godotengine/godot/commit/b95219ef0f48261a277dda224cc30cc212221c4f
godotengine,godot,67696,https://github.com/godotengine/godot/pull/72827,https://github.com/godotengine/godot/commit/31a4a0002e566cbb28a2160fde1567eb75496cd0
godotengine,godot,67355,https://github.com/godotengine/godot/pull/69563,https://github.com/godotengine/godot/commit/0cbd1c85a96384ef93978661e408ce7c1b721847
godotengine,godot,67149,https://github.com/godotengine/godot/pull/67269,https://github.com/godotengine/godot/commit/05d619143c37e471b1ef175ad90a6da0677c902e
godotengine,godot,66901,https://github.com/godotengine/godot/pull/71441,https://github.com/godotengine/godot/commit/2cfab94fef35245e4ab7ab6f68122b12506701a2
godotengine,godot,65339,https://github.com/godotengine/godot/pull/65498,https://github.com/godotengine/godot/commit/ac1f2b378fb669e298a1e61d27617f4561c1af60
godotengine,godot,65157,https://github.com/godotengine/godot/pull/68504,https://github.com/godotengine/godot/commit/d22ab7c85b3f3cef54122d913043dbe0b4e16ed9
godotengine,godot,63352,https://github.com/godotengine/godot/pull/87391,https://github.com/godotengine/godot/commit/a62870956aa65461ac157ceb5869f82ee5fd5f36
godotengine,godot,62127,https://github.com/godotengine/godot/pull/62144,https://github.com/godotengine/godot/commit/32b16c876b92c3dae35046d37740fc6e5cc65b24
godotengine,godot,62111,https://github.com/godotengine/godot/pull/62211,https://github.com/godotengine/godot/commit/e4f252d94fec9e4ea5afe3934458617be04d67f5
godotengine,godot,61882,https://github.com/godotengine/godot/pull/61884,https://github.com/godotengine/godot/commit/5d9e996f682e4d6c54c0cdce06d68abb2fb4193f
godotengine,godot,61677,https://github.com/godotengine/godot/pull/78398,https://github.com/godotengine/godot/commit/8cdab04d7fd57aaabd790349cd8a4e9ec21a7edd
godotengine,godot,61230,https://github.com/godotengine/godot/pull/61235,https://github.com/godotengine/godot/commit/7f3688603cb3662e425cb7a1dce15459162c1dc6
godotengine,godot,60364,https://github.com/godotengine/godot/pull/70214,https://github.com/godotengine/godot/commit/d44a91c2f78809365020a67647a2c94ccab418ad
godotengine,godot,60127,https://github.com/godotengine/godot/pull/60789,https://github.com/godotengine/godot/commit/3f50dad460dc2239343e0eb9ba8fb63b8fd20b88
godotengine,godot,60068,https://github.com/godotengine/godot/pull/60359,https://github.com/godotengine/godot/commit/732102cbc599e486c4bb8cba33d2b4fe48ca4734
godotengine,godot,58663,https://github.com/godotengine/godot/pull/60656,https://github.com/godotengine/godot/commit/2834332591ef5a8490ef6a1a87b06e6cdaf16ff8
godotengine,godot,58082,https://github.com/godotengine/godot/pull/58081,https://github.com/godotengine/godot/commit/ab5eaf0ad97cfac2d3bc924ae99c5fc83cd3e838
godotengine,godot,58022,https://github.com/godotengine/godot/pull/58030,https://github.com/godotengine/godot/commit/ddc8ec6b448edd69642d61c4827882a035498274
godotengine,godot,57928,https://github.com/godotengine/godot/pull/57933,https://github.com/godotengine/godot/commit/66d27df12f5b710ac5f569144944c1db0c86c96b
godotengine,godot,57714,https://github.com/godotengine/godot/pull/57752,https://github.com/godotengine/godot/commit/5268786ac0213d4881f8a214b4d81f0c33340802
godotengine,godot,57256,https://github.com/godotengine/godot/pull/57526,https://github.com/godotengine/godot/commit/c37bd41c794819e0b6bc3ad4b162548057098e1c
godotengine,godot,56900,https://github.com/godotengine/godot/pull/57111,https://github.com/godotengine/godot/commit/f13db28a5c1148ce0096d9be9cbd6040553f9f6f
godotengine,godot,56264,https://github.com/godotengine/godot/pull/56327,https://github.com/godotengine/godot/commit/fad3138af7bbaee4bd7dea785657c84890411f0a
godotengine,godot,56205,https://github.com/godotengine/godot/pull/56889,https://github.com/godotengine/godot/commit/ba431a9306f6f018488b6d19854ea40fa528f205
godotengine,godot,54961,https://github.com/godotengine/godot/pull/71604,https://github.com/godotengine/godot/commit/10849a6d9319269f1952156ef981a4341815978a
godotengine,godot,54826,https://github.com/godotengine/godot/pull/54377,https://github.com/godotengine/godot/commit/ab76cd6ff27a503a50cf1fbb2b434321971abddc
godotengine,godot,54717,https://github.com/godotengine/godot/pull/49736,https://github.com/godotengine/godot/commit/ea0ec9b9513486ba0292de2d1cfdbdf6c0eae0e1
godotengine,godot,54484,https://github.com/godotengine/godot/pull/54486,https://github.com/godotengine/godot/commit/151d2e34caff77b9b2ffcadea1e4fa0a7ddd450c
godotengine,godot,53818,https://github.com/godotengine/godot/pull/58548,https://github.com/godotengine/godot/commit/ab1526709666a35d11e848415504a3af77e90a68
godotengine,godot,53506,https://github.com/godotengine/godot/pull/53507,https://github.com/godotengine/godot/commit/1558f4a59934127c09f92432aba61d575e615033
godotengine,godot,52680,https://github.com/godotengine/godot/pull/52824,https://github.com/godotengine/godot/commit/082f9245668384d5bad79998dee40370c2d38dce
godotengine,godot,51311,https://github.com/godotengine/godot/pull/54982,https://github.com/godotengine/godot/commit/f39375d315dc67e53ecdeb5964ffad59959c888f
godotengine,godot,50866,https://github.com/godotengine/godot/pull/53994,https://github.com/godotengine/godot/commit/5317b79a1dc3320ae8250a45aeb984ffebc20150
godotengine,godot,38543,https://github.com/godotengine/godot/pull/54377,https://github.com/godotengine/godot/commit/ab76cd6ff27a503a50cf1fbb2b434321971abddc
godotengine,godot,37885,https://github.com/godotengine/godot/pull/37895,https://github.com/godotengine/godot/commit/943ec798592e20446ae3661cb76c44a20c8a30ec
godotengine,godot,36981,https://github.com/godotengine/godot/pull/36999,https://github.com/godotengine/godot/commit/1c632645f7b2fda10bb01c3fd52bea338edbbaa4
godotengine,godot,27230,https://github.com/godotengine/godot/pull/35696,https://github.com/godotengine/godot/commit/142909da50a420ce973fda5d5878791faca25b2f
godotengine,godot,10583,https://github.com/godotengine/godot/pull/95995,https://github.com/godotengine/godot/commit/920844566dca7a2d8ea51213882ca07145f62a50
protocolbuffers,protobuf,9000,https://github.com/protocolbuffers/protobuf/pull/396,https://github.com/protocolbuffers/protobuf/commit/5632dcd8b4378ef47224a93be75d0794230084b1
protocolbuffers,protobuf,5501,https://github.com/protocolbuffers/protobuf/pull/6530,https://github.com/protocolbuffers/protobuf/commit/da5740082ef7c39a5503e4d57ee73e11d3b43586
tesseract-ocr,tesseract,431,https://github.com/tesseract-ocr/tesseract/pull/1589,https://github.com/tesseract-ocr/tesseract/commit/fedae91482eef5b9fefbd2aafd34fbb01ce014a5
ClickHouse,ClickHouse,57773,https://github.com/ClickHouse/ClickHouse/pull/59340,https://github.com/ClickHouse/ClickHouse/commit/d3cdc8826eb5209562ae743c7a385a7f33bbc015
ClickHouse,ClickHouse,57772,https://github.com/ClickHouse/ClickHouse/pull/38568,https://github.com/ClickHouse/ClickHouse/commit/3ff26939fc4aa4da32253acae7a2a56d32f4e0d7
ClickHouse,ClickHouse,54419,https://github.com/ClickHouse/ClickHouse/pull/5440,https://github.com/ClickHouse/ClickHouse/commit/0275d625231e9ee4253a8c17f307ddfac90a467d
ClickHouse,ClickHouse,53083,https://github.com/ClickHouse/ClickHouse/pull/7953,https://github.com/ClickHouse/ClickHouse/commit/69ae391c4ed9538af5f5c3f7b423599e685fa36b
ClickHouse,ClickHouse,51456,https://github.com/ClickHouse/ClickHouse/pull/50065,https://github.com/ClickHouse/ClickHouse/commit/c30658a9ed4dd8f144e9da3b5696c7921f5aa5cf
ClickHouse,ClickHouse,48728,https://github.com/ClickHouse/ClickHouse/pull/48771,https://github.com/ClickHouse/ClickHouse/commit/9f694a328bf7a351cae03b486ea61723e0e0344e
ClickHouse,ClickHouse,47746,https://github.com/ClickHouse/ClickHouse/pull/67340,https://github.com/ClickHouse/ClickHouse/commit/ca3b21a2be3b798bfad59b2a2bec01f364f8c7e5
ClickHouse,ClickHouse,47201,https://github.com/ClickHouse/ClickHouse/pull/47647,https://github.com/ClickHouse/ClickHouse/commit/6c8fc4cd11966cb96571fe3a2dfaac6b82cbd03c
ClickHouse,ClickHouse,46726,https://github.com/ClickHouse/ClickHouse/pull/47647,https://github.com/ClickHouse/ClickHouse/commit/6c8fc4cd11966cb96571fe3a2dfaac6b82cbd03c
ClickHouse,ClickHouse,45941,https://github.com/ClickHouse/ClickHouse/pull/47290,https://github.com/ClickHouse/ClickHouse/commit/73c484fdee7fb0db9b5b2a0c53c9666fda320638
ClickHouse,ClickHouse,45177,https://github.com/ClickHouse/ClickHouse/pull/45181,https://github.com/ClickHouse/ClickHouse/commit/6499e8e687182f2bebb3f74c7321400edd9964d8
ClickHouse,ClickHouse,44500,https://github.com/ClickHouse/ClickHouse/pull/45630,https://github.com/ClickHouse/ClickHouse/commit/79ea6a1c9cc32fe9aedc55bfc0d16b7f12668b42
ClickHouse,ClickHouse,42502,https://github.com/ClickHouse/ClickHouse/pull/42780,https://github.com/ClickHouse/ClickHouse/commit/fe0aea2e3a2011ed803894c8e59c83db357e9e26
ClickHouse,ClickHouse,42191,https://github.com/ClickHouse/ClickHouse/pull/7795,https://github.com/ClickHouse/ClickHouse/commit/28a08acc70bf9aa8f1ee666b5f8de253815cd25a
ClickHouse,ClickHouse,38889,https://github.com/ClickHouse/ClickHouse/pull/38929,https://github.com/ClickHouse/ClickHouse/commit/246614229fb2d8997db0b92271f05e75c36f74c3
ClickHouse,ClickHouse,38134,https://github.com/ClickHouse/ClickHouse/pull/38428,https://github.com/ClickHouse/ClickHouse/commit/a45e3d47adacc59699de26b59e5966307b97b8fb
ClickHouse,ClickHouse,37333,https://github.com/ClickHouse/ClickHouse/pull/42458,https://github.com/ClickHouse/ClickHouse/commit/ca5dbe88dbbde7bc139b6bfc864a8a1b52167ca7
ClickHouse,ClickHouse,36732,https://github.com/ClickHouse/ClickHouse/pull/60463,https://github.com/ClickHouse/ClickHouse/commit/9419a252315d053f443ebf9a4b24d0d5489fe8c8
ClickHouse,ClickHouse,36553,https://github.com/ClickHouse/ClickHouse/pull/36682,https://github.com/ClickHouse/ClickHouse/commit/bcf095f742582673ee57f97dd6b294f381cd4bdc
ClickHouse,ClickHouse,35473,https://github.com/ClickHouse/ClickHouse/pull/68711,https://github.com/ClickHouse/ClickHouse/commit/1e4ddaee48930234c0c7b77f70b654027d135ba5
ClickHouse,ClickHouse,34302,https://github.com/ClickHouse/ClickHouse/pull/34304,https://github.com/ClickHouse/ClickHouse/commit/3e700e854d6a1620bf80da5340206e1ec691b22a
ClickHouse,ClickHouse,32866,https://github.com/ClickHouse/ClickHouse/pull/32907,https://github.com/ClickHouse/ClickHouse/commit/b1794a47c39dc466efe5ad1f8691ae4646531677
ClickHouse,ClickHouse,30416,https://github.com/ClickHouse/ClickHouse/pull/30887,https://github.com/ClickHouse/ClickHouse/commit/b3a8ad124fb8adc444e1a8d9de4031db3f7cf517
ClickHouse,ClickHouse,27083,https://github.com/ClickHouse/ClickHouse/pull/27122,https://github.com/ClickHouse/ClickHouse/commit/4f7e007d355bc76625af927f39e82e37082e4679
ClickHouse,ClickHouse,24988,https://github.com/ClickHouse/ClickHouse/pull/25001,https://github.com/ClickHouse/ClickHouse/commit/a7ca1f5999148e76f76e03e09cf2945a476edf98
ClickHouse,ClickHouse,24340,https://github.com/ClickHouse/ClickHouse/pull/24415,https://github.com/ClickHouse/ClickHouse/commit/53ce22ae65c739fc3680cbb83d5e851186caadef
ClickHouse,ClickHouse,21935,https://github.com/ClickHouse/ClickHouse/pull/21948,https://github.com/ClickHouse/ClickHouse/commit/fff110aa38c8af9d91682a34d79f21a47a47b632
ClickHouse,ClickHouse,21717,https://github.com/ClickHouse/ClickHouse/pull/21766,https://github.com/ClickHouse/ClickHouse/commit/f00e1084107f5fe3e9262a45116fbabd945f508d
ClickHouse,ClickHouse,21556,https://github.com/ClickHouse/ClickHouse/pull/23397,https://github.com/ClickHouse/ClickHouse/commit/a83a07246ed4deb1eda316113e046ad67e18e8d1
ClickHouse,ClickHouse,21293,https://github.com/ClickHouse/ClickHouse/pull/21307,https://github.com/ClickHouse/ClickHouse/commit/134216dc4ae05cd04eb1a0c3c289aa839248d9fb
ClickHouse,ClickHouse,20092,https://github.com/ClickHouse/ClickHouse/pull/20183,https://github.com/ClickHouse/ClickHouse/commit/6a5a539e98533539a679dd30ed94e3e8021c74b3
ClickHouse,ClickHouse,20009,https://github.com/ClickHouse/ClickHouse/pull/32670,https://github.com/ClickHouse/ClickHouse/commit/745fd4fc161ac135d2044fd2855b4a4a4ed0cf4c
ClickHouse,ClickHouse,19671,https://github.com/ClickHouse/ClickHouse/pull/19680,https://github.com/ClickHouse/ClickHouse/commit/35622505945b56ab5be3240a3a2555bc299a1cc9
ClickHouse,ClickHouse,17731,https://github.com/ClickHouse/ClickHouse/pull/40592,https://github.com/ClickHouse/ClickHouse/commit/2e85f9f0ade45d62b12c82eee93f410744e0611e
ClickHouse,ClickHouse,17280,https://github.com/ClickHouse/ClickHouse/pull/14733,https://github.com/ClickHouse/ClickHouse/commit/6047df2c37c6afea1afabd08cc4406c36f9a62e0
ClickHouse,ClickHouse,17232,https://github.com/ClickHouse/ClickHouse/pull/17253,https://github.com/ClickHouse/ClickHouse/commit/172b7e9ed1cd77f8e028b214ca7bccac3750b553
ClickHouse,ClickHouse,15153,https://github.com/ClickHouse/ClickHouse/pull/15178,https://github.com/ClickHouse/ClickHouse/commit/ee453959424ad24e8e2977ffb74eee03e400ff58
ClickHouse,ClickHouse,13864,https://github.com/ClickHouse/ClickHouse/pull/14129,https://github.com/ClickHouse/ClickHouse/commit/eeb78bf29172112ee832e2e46ed75271961717d9
ClickHouse,ClickHouse,11943,https://github.com/ClickHouse/ClickHouse/pull/12045,https://github.com/ClickHouse/ClickHouse/commit/987e64acfe789689b8710add5d04371b8f21b604
ClickHouse,ClickHouse,9991,https://github.com/ClickHouse/ClickHouse/pull/10110,https://github.com/ClickHouse/ClickHouse/commit/f1cb928737f137ecc747e7e53bafe71391ce3b3b
ClickHouse,ClickHouse,7748,https://github.com/ClickHouse/ClickHouse/pull/16988,https://github.com/ClickHouse/ClickHouse/commit/1e24d6085a596abb8c56213b7699e67547860dfc
ClickHouse,ClickHouse,7329,https://github.com/ClickHouse/ClickHouse/pull/7359,https://github.com/ClickHouse/ClickHouse/commit/89247deb64ee3c33b66ea836d1a4b3cae2daf9b4
ClickHouse,ClickHouse,7223,https://github.com/ClickHouse/ClickHouse/pull/9535,https://github.com/ClickHouse/ClickHouse/commit/f24452f990d41f1eabeea1cf1dd88fd2bc44cd0d
ClickHouse,ClickHouse,5986,https://github.com/ClickHouse/ClickHouse/pull/20332,https://github.com/ClickHouse/ClickHouse/commit/1b7796cc1c37f50d74e7943a463a2b9ec40727c8
ClickHouse,ClickHouse,3256,https://github.com/ClickHouse/ClickHouse/pull/65183,https://github.com/ClickHouse/ClickHouse/commit/231067b614d6cf1124ac00e74a551fe69c1aceea
SerenityOS,serenity,23306,https://github.com/SerenityOS/serenity/pull/23330,https://github.com/SerenityOS/serenity/commit/405384caaf68bc9b1b9dc38127b4cfaf123df540
SerenityOS,serenity,23056,https://github.com/SerenityOS/serenity/pull/24677,https://github.com/SerenityOS/serenity/commit/fa3de1ae0ceb0de9bbaa2b140569e97171c71455
SerenityOS,serenity,7505,https://github.com/SerenityOS/serenity/pull/7532,https://github.com/SerenityOS/serenity/commit/f80766f6aaf1c3d71bc20a91f34dd7eb28bb26b6
SerenityOS,serenity,3349,https://github.com/SerenityOS/serenity/pull/6251,https://github.com/SerenityOS/serenity/commit/e455f85c39b5d7c72f7f56ad08098d1531caa27b
facebook,rocksdb,9931,https://github.com/facebook/rocksdb/pull/10142,https://github.com/facebook/rocksdb/commit/31f0e514f55df6e9250e96f14d1259cbd4a40daa
facebook,rocksdb,9620,https://github.com/facebook/rocksdb/pull/9732,https://github.com/facebook/rocksdb/commit/28fa7c753c76fff4c1881b01506ed029628c19b2
emscripten-core,emscripten,3504,https://github.com/emscripten-core/emscripten/pull/4006,https://github.com/emscripten-core/emscripten/commit/78214c48f8cd3f8e6afb905355beff6359ca5f4d
emscripten-core,emscripten,3498,https://github.com/emscripten-core/emscripten/pull/5438,https://github.com/emscripten-core/emscripten/commit/0c967673ac73175258a1025c5f3f6226815a39bc
emscripten-core,emscripten,2425,https://github.com/emscripten-core/emscripten/pull/22480,https://github.com/emscripten-core/emscripten/commit/9fe3bd63ae221f1b84ab3d6e18cdf532e70d7be5
emscripten-core,emscripten,2378,https://github.com/emscripten-core/emscripten/pull/16693,https://github.com/emscripten-core/emscripten/commit/0f5c730d593f90cbecd9a4b2ba5eda8bda97b0c8
emscripten-core,emscripten,1951,https://github.com/emscripten-core/emscripten/pull/18505,https://github.com/emscripten-core/emscripten/commit/ace8dc2612e55ca00731a828e907452185abe5e6
emscripten-core,emscripten,1680,https://github.com/emscripten-core/emscripten/pull/7125,https://github.com/emscripten-core/emscripten/commit/928050f2f1fb927463580b7843a1f2dcf421b882
qbittorrent,qBittorrent,20235,https://github.com/qbittorrent/qBittorrent/pull/20465,https://github.com/qbittorrent/qBittorrent/commit/aa89928469ec271982757d4f4d926621c4adace8
qbittorrent,qBittorrent,20025,https://github.com/qbittorrent/qBittorrent/pull/20465,https://github.com/qbittorrent/qBittorrent/commit/aa89928469ec271982757d4f4d926621c4adace8
qbittorrent,qBittorrent,19034,https://github.com/qbittorrent/qBittorrent/pull/19969,https://github.com/qbittorrent/qBittorrent/commit/d1eda13b3e3dd58dbc9a2048de344096ec8cdf53
qbittorrent,qBittorrent,18341,https://github.com/qbittorrent/qBittorrent/pull/18387,https://github.com/qbittorrent/qBittorrent/commit/8a345891389aa9c7fea043ab9a4de30da5957b46
qbittorrent,qBittorrent,14502,https://github.com/qbittorrent/qBittorrent/pull/12574,https://github.com/qbittorrent/qBittorrent/commit/437769ac0b6006a1195c6d7ba6c30f21451c2f17
qbittorrent,qBittorrent,12810,https://github.com/qbittorrent/qBittorrent/pull/12891,https://github.com/qbittorrent/qBittorrent/commit/bcf11cf1e8945deff216237237b3d3d71e0d67b7
qbittorrent,qBittorrent,12092,https://github.com/qbittorrent/qBittorrent/pull/12180,https://github.com/qbittorrent/qBittorrent/commit/a81789f4af46936df8082dfff6a0ba82613eebd1
qbittorrent,qBittorrent,11879,https://github.com/qbittorrent/qBittorrent/pull/12746,https://github.com/qbittorrent/qBittorrent/commit/63aa1e60e28d5738a52e706e821cdcc4e1762489
qbittorrent,qBittorrent,11677,https://github.com/qbittorrent/qBittorrent/pull/14825,https://github.com/qbittorrent/qBittorrent/commit/d4554c2e5c1fb0cdabd37e317a67b532c5987442
qbittorrent,qBittorrent,10999,https://github.com/qbittorrent/qBittorrent/pull/11635,https://github.com/qbittorrent/qBittorrent/commit/0f6dfcf8a6b93ae21d8bc71452cc3bbdb4ba6d9f
qbittorrent,qBittorrent,10210,https://github.com/qbittorrent/qBittorrent/pull/13268,https://github.com/qbittorrent/qBittorrent/commit/71be4f03be86ff29366ad2355f195b64457c6cae
qbittorrent,qBittorrent,7779,https://github.com/qbittorrent/qBittorrent/pull/7826,https://github.com/qbittorrent/qBittorrent/commit/534ed91d043abfe8ad7ccd307e4c8b060bdaf214
qbittorrent,qBittorrent,7763,https://github.com/qbittorrent/qBittorrent/pull/7821,https://github.com/qbittorrent/qBittorrent/commit/c0e48627aee320484659accaa5def5923400c2c5
qbittorrent,qBittorrent,5624,https://github.com/qbittorrent/qBittorrent/pull/10086,https://github.com/qbittorrent/qBittorrent/commit/eaaf8b8e85a75ee934397d67f04f575e44a01f11
qbittorrent,qBittorrent,4388,https://github.com/qbittorrent/qBittorrent/pull/12035,https://github.com/qbittorrent/qBittorrent/commit/e4ff206e3c7eddc5652c8f7fb5315ff9938d419e
qbittorrent,qBittorrent,4268,https://github.com/qbittorrent/qBittorrent/pull/14657,https://github.com/qbittorrent/qBittorrent/commit/cd6959b712872407376b1cbd5bcc41daa4650d76
qbittorrent,qBittorrent,4209,https://github.com/qbittorrent/qBittorrent/pull/11422,https://github.com/qbittorrent/qBittorrent/commit/e262b86c44917b1d80a91eb2cbc8d87829f92a17
qbittorrent,qBittorrent,2666,https://github.com/qbittorrent/qBittorrent/pull/16485,https://github.com/qbittorrent/qBittorrent/commit/3755acb63fbc716036f9e9ec695bb9218acc8279
qbittorrent,qBittorrent,2365,https://github.com/qbittorrent/qBittorrent/pull/2388,https://github.com/qbittorrent/qBittorrent/commit/08170f55b6b2e5f084470b913de75883d57ce0c9
qbittorrent,qBittorrent,2161,https://github.com/qbittorrent/qBittorrent/pull/2163,https://github.com/qbittorrent/qBittorrent/commit/404c8972afa122f0bb96c0328aa325202de49422
osquery,osquery,7424,https://github.com/osquery/osquery/pull/7429,https://github.com/osquery/osquery/commit/8f7cdffe15410afb65fa353d7f4e56ca61d49c27
osquery,osquery,5656,https://github.com/osquery/osquery/pull/3618,https://github.com/osquery/osquery/commit/13e26e45c824c53cf1a28e5c3e39f9a74ff60f36
