repo_owner,repo_name,issue_number,pr_url,commit_url
TileDB-Inc,TileDB,1083,https://github.com/TileDB-Inc/TileDB/pull/1084,https://github.com/TileDB-Inc/TileDB/commit/5f57822df49770c2c2fa2409e6e42ce9282db412
TileDB-Inc,TileDB,1082,https://github.com/TileDB-Inc/TileDB/pull/1084,https://github.com/TileDB-Inc/TileDB/commit/5f57822df49770c2c2fa2409e6e42ce9282db412
TileDB-Inc,TileDB,1064,https://github.com/TileDB-Inc/TileDB/pull/1065,https://github.com/TileDB-Inc/TileDB/commit/dabc12452716de7d59bd6f66dbaad0a71495407c
TileDB-Inc,TileDB,1043,https://github.com/TileDB-Inc/TileDB/pull/1415,https://github.com/TileDB-Inc/TileDB/commit/6fc70bcc6af6d040d5f4320d529769448c70b563
TileDB-Inc,TileDB,1029,https://github.com/TileDB-Inc/TileDB/pull/1415,https://github.com/TileDB-Inc/TileDB/commit/6fc70bcc6af6d040d5f4320d529769448c70b563
TileDB-Inc,TileDB,867,https://github.com/TileDB-Inc/TileDB/pull/916,https://github.com/TileDB-Inc/TileDB/commit/8d9b29417a26ff3905403712bc7f107bb053dc5e
TileDB-Inc,TileDB,799,https://github.com/TileDB-Inc/TileDB/pull/889,https://github.com/TileDB-Inc/TileDB/commit/04c91df364f801ee15cd9e9be6808f233c34e8d4
TileDB-Inc,TileDB,732,https://github.com/TileDB-Inc/TileDB/pull/998,https://github.com/TileDB-Inc/TileDB/commit/f3590735f874862475655e9dcf1d0afcb064d14e
TileDB-Inc,TileDB,720,https://github.com/TileDB-Inc/TileDB/pull/721,https://github.com/TileDB-Inc/TileDB/commit/54c04d73f6452e50a2ca3dc47e471c6b0e1ea6e0
TileDB-Inc,TileDB,567,https://github.com/TileDB-Inc/TileDB/pull/570,https://github.com/TileDB-Inc/TileDB/commit/d81cfd040fdcb529b4c293f30c32dd8be183e54f
TileDB-Inc,TileDB,531,https://github.com/TileDB-Inc/TileDB/pull/532,https://github.com/TileDB-Inc/TileDB/commit/520a0ee2cdc310662dd07dff60ff09b683ce24b0
TileDB-Inc,TileDB,483,https://github.com/TileDB-Inc/TileDB/pull/652,https://github.com/TileDB-Inc/TileDB/commit/0a3fe37d83804dd72f386d5ad3c141af56e72452
rwengine,openrw,622,https://github.com/rwengine/openrw/pull/660,https://github.com/rwengine/openrw/commit/f7bd8701db2a98678e206ae78515b0a0e16b092b
kokkos,kokkos,5600,https://github.com/kokkos/kokkos/pull/5742,https://github.com/kokkos/kokkos/commit/910d43e45b04fb0e7d155233f7069cab0aeefc79
owncloud,client,5017,https://github.com/owncloud/client/pull/6301,https://github.com/owncloud/client/commit/1f5b1a085f0cabc6c06fa5a12d361fb203227921
owncloud,client,4116,https://github.com/owncloud/client/pull/6022,https://github.com/owncloud/client/commit/a1461134faffdccba614f686753df2b8e73b487c
Yelp,MOE,260,https://github.com/Yelp/MOE/pull/261,https://github.com/Yelp/MOE/commit/e7ba1c9e271d2523ae98b306f1e2082599fd2922
godot-jolt,godot-jolt,621,https://github.com/godot-jolt/godot-jolt/pull/628,https://github.com/godot-jolt/godot-jolt/commit/c29852dd9c2a7eefed8c24e2eff991710bd7786e
bitshares,bitshares-core,1660,https://github.com/bitshares/bitshares-core/pull/1662,https://github.com/bitshares/bitshares-core/commit/c078ffbf646237e2a283a80179a689d77610a852
bitshares,bitshares-core,1619,https://github.com/bitshares/bitshares-core/pull/1716,https://github.com/bitshares/bitshares-core/commit/fa38ee46524f638d6cefde20d39e575a0e762000
bitshares,bitshares-core,740,https://github.com/bitshares/bitshares-core/pull/743,https://github.com/bitshares/bitshares-core/commit/b7ae96fdcb17329107ea7defe91a334ac902b019
bitshares,bitshares-core,702,https://github.com/bitshares/bitshares-core/pull/706,https://github.com/bitshares/bitshares-core/commit/252132fddbcfcce19866160412506f2b799f2a86
quick-lint,quick-lint-js,915,https://github.com/quick-lint/quick-lint-js/pull/1202,https://github.com/quick-lint/quick-lint-js/commit/0c5e97152cf0f991d8238aa84fe0dde11cc16137
NREL,EnergyPlus,9027,https://github.com/NREL/EnergyPlus/pull/9028,https://github.com/NREL/EnergyPlus/commit/ff568f7733204d88c810b10b3c792fe6b9c2a188
roc-streaming,roc-toolkit,617,https://github.com/roc-streaming/roc-toolkit/pull/625,https://github.com/roc-streaming/roc-toolkit/commit/4b501a825cf188da0237ef0c73520ee3e49ad3ca
CNugteren,CLBlast,415,https://github.com/CNugteren/CLBlast/pull/416,https://github.com/CNugteren/CLBlast/commit/aec45ea63755a7a9414d7c6a81d570200e948806
EasyRPG,Player,3163,https://github.com/EasyRPG/Player/pull/3177,https://github.com/EasyRPG/Player/commit/72749b7a94ea09ec59870e099aac9bbf5de89a45
EasyRPG,Player,2509,https://github.com/EasyRPG/Player/pull/2513,https://github.com/EasyRPG/Player/commit/a086820de8eadbd830f3aa5ebf822d548a465879
EasyRPG,Player,2437,https://github.com/EasyRPG/Player/pull/2439,https://github.com/EasyRPG/Player/commit/3e01bf033b70b8c89d2b946710d1edb0cc748efb
EasyRPG,Player,2229,https://github.com/EasyRPG/Player/pull/2231,https://github.com/EasyRPG/Player/commit/a5a43c694192c8e9e2d1499363325365135afbcc
EasyRPG,Player,1939,https://github.com/EasyRPG/Player/pull/1940,https://github.com/EasyRPG/Player/commit/18753750ff971321d39e2a8a8bb90212af987103
grf-labs,grf,539,https://github.com/grf-labs/grf/pull/546,https://github.com/grf-labs/grf/commit/c779fb4a0222ccd7310231e02fb1dd277bee139d
grf-labs,grf,233,https://github.com/grf-labs/grf/pull/363,https://github.com/grf-labs/grf/commit/cddff60d3ad9da4a91fa71feba897cf82187fd9c
CasparCG,server,920,https://github.com/CasparCG/server/pull/922,https://github.com/CasparCG/server/commit/a7fb293dd8ba4ed5c3cafa3da35dbdf872371d84
lethal-guitar,RigelEngine,683,https://github.com/lethal-guitar/RigelEngine/pull/765,https://github.com/lethal-guitar/RigelEngine/commit/5862d469bbf776d104267390450d06196f8af486
v6d-io,v6d,1727,https://github.com/v6d-io/v6d/pull/1731,https://github.com/v6d-io/v6d/commit/81e80e30abee322124e75fbb0db4613cdf20386e
v6d-io,v6d,1631,https://github.com/v6d-io/v6d/pull/1646,https://github.com/v6d-io/v6d/commit/b68220f87669500b918de82e41ea3a74b87bad03
v6d-io,v6d,593,https://github.com/v6d-io/v6d/pull/594,https://github.com/v6d-io/v6d/commit/0bd9538fa8b934f19353640ae1cc7d108d57f8b0
Vector35,binaryninja-api,1093,https://github.com/Vector35/binaryninja-api/pull/1172,https://github.com/Vector35/binaryninja-api/commit/6c554162b307ba06102038f62113f5c336eab8a1
Vector35,binaryninja-api,834,https://github.com/Vector35/binaryninja-api/pull/4581,https://github.com/Vector35/binaryninja-api/commit/02d1ed019390cce8adabbb146e744348e955d3d2
Komet,MediaElch,1640,https://github.com/Komet/MediaElch/pull/1643,https://github.com/Komet/MediaElch/commit/a618545b05e98d9f3a0ca86738bdc58178d75c44
mockingbirdnest,Principia,2953,https://github.com/mockingbirdnest/Principia/pull/2960,https://github.com/mockingbirdnest/Principia/commit/2c7f44c717fc333bd98e8cd2d0748aaba4db7448
stan-dev,math,1633,https://github.com/stan-dev/math/pull/1632,https://github.com/stan-dev/math/commit/75bcadb96cc061cf3dea20c68c5847bbdc09a3ce
stan-dev,math,1585,https://github.com/stan-dev/math/pull/1586,https://github.com/stan-dev/math/commit/b295b04f0d3500e50740e8aff32ff7c22d04af76
speedb-io,speedb,417,https://github.com/speedb-io/speedb/pull/403,https://github.com/speedb-io/speedb/commit/a42ec6ca0b276b602a21f7af1ca8d627c5c079cf
speedb-io,speedb,298,https://github.com/speedb-io/speedb/pull/299,https://github.com/speedb-io/speedb/commit/8c37223dd6d1e667ef9ff4bbdf231ce9e623f5d2
KhronosGroup,Vulkan-ValidationLayers,7804,https://github.com/KhronosGroup/Vulkan-ValidationLayers/pull/8381,https://github.com/KhronosGroup/Vulkan-ValidationLayers/commit/a7f531db143da0ee0dc57e89bbb3e8d8e98c2439
AliveToolkit,alive2,643,https://github.com/AliveToolkit/alive2/pull/664,https://github.com/AliveToolkit/alive2/commit/c7af6d50ad40849798daa75dace89e4272623a01
